F/H,sector,total_area(sqft),bedRoom,bathroom,balcony,agePossession,furnishing_type,additional_room_count,luxury_cat,price
1,64.0,9001,4,3,3,3.0,0,1.0,0.0,8.0
1,99.0,634,2,2,1,2.0,1,0.0,1.0,0.5
1,4.0,2324,4,5,3,2.0,0,1.0,1.0,1.75
0,85.0,763,1,1,0,2.0,0,0.0,0.0,0.8
0,86.0,1575,4,2,2,1.0,0,1.0,0.0,1.75
0,52.0,4635,2,1,3,3.0,0,0.0,0.0,4.12
1,6.0,2355,4,6,3,0.0,0,1.0,1.0,1.42
1,0.0,2588,3,3,3,1.0,1,1.0,0.0,0.9
0,50.0,900,7,7,3,0.0,0,3.0,0.0,2.1
1,99.0,2872,4,4,3,2.0,1,1.0,1.0,3.45
0,54.0,900,3,3,2,3.0,2,1.0,0.0,2.1
0,41.0,1426,2,2,2,3.0,0,0.0,0.0,4.6
1,43.0,1447,2,2,3,0.0,0,1.0,1.0,0.72
1,82.0,2047,3,3,3,0.0,2,1.0,1.0,3.0
1,85.0,1974,4,4,1,0.0,0,1.0,1.0,1.66
1,104.0,1671,2,2,3,0.0,0,0.0,0.0,1.17
1,81.0,1154,2,2,2,0.0,0,0.0,0.0,1.32
1,86.0,700,2,2,1,0.0,0,0.0,0.0,0.36
0,0.0,2000,3,3,2,3.0,0,2.0,0.0,2.4
1,96.0,2366,3,4,3,0.0,2,1.0,1.0,2.0
1,101.0,1000,2,2,2,0.0,0,0.0,0.0,0.75
1,105.0,1690,3,3,2,2.0,0,0.0,0.0,0.9
1,83.0,1941,3,4,3,2.0,2,2.0,1.0,1.85
1,43.0,853,2,2,2,0.0,0,1.0,1.0,0.54
1,80.0,1975,4,4,3,0.0,2,2.0,1.0,2.9
1,82.0,2411,3,3,3,0.0,2,1.0,1.0,3.05
1,87.0,4800,6,7,3,0.0,0,2.0,1.0,5.0
1,81.0,1950,3,3,2,2.0,1,3.0,1.0,2.8
1,51.0,2400,3,3,3,1.0,0,0.0,0.0,2.0
1,80.0,1650,3,3,3,0.0,0,2.0,0.0,2.55
1,3.0,1700,3,3,3,0.0,2,4.0,0.0,1.34
1,62.0,2754,4,3,3,1.0,0,0.0,1.0,2.0
0,34.0,1800,6,7,3,3.0,2,2.0,1.0,6.6
1,104.0,1100,2,2,3,0.0,2,1.0,1.0,1.18
1,41.0,2943,4,5,3,0.0,0,3.0,1.0,5.5
1,7.0,1366,2,2,3,2.0,0,0.0,1.0,0.9
1,48.0,1800,3,3,1,2.0,0,1.0,0.0,0.99
1,16.0,1579,3,2,2,0.0,0,0.0,0.0,1.65
1,103.0,1725,3,3,3,2.0,0,0.0,0.0,0.79
1,98.0,2286,3,3,3,3.0,0,1.0,1.0,1.6
1,96.0,1945,3,3,3,0.0,0,0.0,0.0,1.45
1,66.0,2350,3,3,3,3.0,0,1.0,0.0,1.85
1,104.0,1741,2,2,3,0.0,0,1.0,1.0,1.1
1,39.0,850,2,2,1,0.0,2,1.0,1.0,0.55
1,8.0,1833,3,3,2,0.0,0,1.0,1.0,0.85
1,115.0,1364,2,2,2,0.0,0,0.0,0.0,0.56
1,85.0,2010,4,4,2,0.0,0,0.0,1.0,1.76
1,100.0,1308,2,2,2,0.0,2,0.0,1.0,0.81
1,8.0,1711,3,3,2,2.0,0,0.0,0.0,2.6
1,40.0,2368,3,5,3,1.0,2,1.0,1.0,3.55
1,105.0,1929,3,3,1,0.0,2,1.0,1.0,1.58
1,111.0,1300,2,2,3,0.0,0,1.0,1.0,0.66
1,113.0,1572,3,3,0,0.0,0,0.0,0.0,0.7
1,42.0,1929,3,3,3,2.0,0,1.0,1.0,1.9
0,100.0,2160,3,3,3,2.0,0,1.0,0.0,4.7
1,8.0,1548,2,2,3,0.0,0,0.0,0.0,0.7
1,88.0,1976,3,3,3,0.0,0,4.0,0.0,1.55
0,9.0,2430,5,6,3,3.0,0,1.0,0.0,6.1
1,99.0,1780,3,3,0,0.0,0,0.0,0.0,0.9
1,111.0,716,2,2,2,4.0,0,0.0,0.0,0.5
1,108.0,2125,3,3,3,0.0,0,2.0,1.0,1.5
1,111.0,1818,3,3,3,0.0,2,1.0,1.0,1.15
0,39.0,1557,6,4,3,1.0,2,0.0,0.0,3.0
1,70.0,2000,3,3,3,3.0,2,1.0,0.0,1.55
1,2.0,824,2,2,3,0.0,0,0.0,0.0,1.2
1,43.0,1275,2,2,2,4.0,0,1.0,0.0,0.93
1,101.0,2606,5,5,3,0.0,1,1.0,0.0,3.5
1,99.0,1784,3,3,3,3.0,2,2.0,0.0,1.28
1,85.0,1100,2,2,2,3.0,0,0.0,0.0,0.75
1,87.0,1950,3,3,3,0.0,0,4.0,0.0,1.6
1,108.0,1423,3,3,2,2.0,0,2.0,0.0,1.2
0,39.0,1557,3,3,2,1.0,0,0.0,0.0,2.55
1,82.0,2048,3,3,3,0.0,1,1.0,1.0,2.8
1,8.0,1752,4,5,3,2.0,1,2.0,1.0,4.1
1,37.0,1069,2,1,1,1.0,0,0.0,1.0,0.95
0,57.0,1935,6,6,3,0.0,2,2.0,0.0,5.8
1,90.0,1975,3,3,3,3.0,2,1.0,0.0,1.9
1,87.0,970,3,2,2,3.0,0,0.0,1.0,1.0
0,17.0,1800,1,1,2,1.0,0,0.0,0.0,1.7
1,48.0,1578,2,3,3,0.0,0,1.0,0.0,0.85
1,84.0,1333,2,2,3,0.0,1,0.0,1.0,1.2
0,17.0,1350,5,5,2,1.0,0,0.0,0.0,1.5
0,39.0,4680,5,5,2,1.0,1,4.0,1.0,9.0
1,96.0,1496,3,3,3,0.0,2,1.0,1.0,1.28
1,70.0,1850,3,4,3,1.0,2,1.0,1.0,1.54
0,64.0,2160,4,5,3,1.0,2,2.0,1.0,6.8
0,44.0,921,2,2,3,2.0,0,0.0,0.0,0.66
0,37.0,3240,6,7,3,3.0,0,4.0,1.0,9.0
1,113.0,1370,3,2,3,0.0,0,0.0,1.0,0.9
1,85.0,1538,3,3,1,0.0,0,0.0,1.0,1.38
1,89.0,1802,3,4,3,3.0,0,1.0,1.0,1.12
1,82.0,2358,3,4,3,0.0,2,1.0,1.0,3.4
1,57.0,2400,4,4,2,4.0,2,1.0,0.0,6.0
0,86.0,4320,3,2,3,1.0,0,0.0,0.0,6.5
1,66.0,462,1,1,0,3.0,2,1.0,0.0,0.45
1,42.0,1300,3,3,3,2.0,2,0.0,0.0,1.55
0,110.0,394,1,1,0,3.0,0,0.0,0.0,0.37
1,43.0,1338,2,2,3,2.0,0,1.0,1.0,0.91
1,88.0,1262,2,2,3,0.0,0,0.0,0.0,1.25
1,99.0,1235,2,2,2,3.0,0,0.0,1.0,0.65
1,85.0,1100,2,2,2,3.0,0,0.0,0.0,0.75
1,80.0,1358,2,2,2,0.0,0,0.0,0.0,1.9
1,89.0,2350,4,4,3,3.0,0,1.0,1.0,1.3
1,4.0,6500,4,5,3,0.0,0,0.0,1.0,4.45
1,43.0,1538,2,2,3,4.0,0,2.0,1.0,0.95
1,12.0,600,2,1,1,0.0,0,0.0,0.0,0.22
1,85.0,2060,4,4,2,0.0,0,0.0,1.0,2.05
1,53.0,950,2,2,1,1.0,0,0.0,0.0,0.39
1,105.0,1690,3,3,2,2.0,0,0.0,0.0,0.9
1,2.0,2579,3,4,3,0.0,2,1.0,0.0,2.4
1,115.0,2542,4,3,3,0.0,0,2.0,0.0,1.1
1,70.0,2000,3,3,3,1.0,0,4.0,1.0,1.45
0,114.0,1152,3,2,1,0.0,0,0.0,0.0,1.3
1,94.0,1342,2,2,2,0.0,2,0.0,0.0,0.8
1,49.0,2191,4,4,3,0.0,2,0.0,1.0,1.67
0,88.0,2610,4,4,3,2.0,0,1.0,0.0,4.7
1,96.0,1470,2,2,2,0.0,2,1.0,1.0,1.3
1,16.0,2217,3,3,3,2.0,0,1.0,1.0,2.35
1,57.0,2940,4,5,2,0.0,0,1.0,0.0,6.5
1,104.0,3900,4,6,3,0.0,0,1.0,1.0,2.2
1,43.0,1457,2,2,3,0.0,2,2.0,0.0,1.1
1,81.0,3731,4,4,3,0.0,2,4.0,1.0,4.85
0,35.0,10000,7,9,3,0.0,2,4.0,1.0,18.25
1,75.0,2800,4,5,3,0.0,0,1.0,1.0,3.75
1,8.0,1505,2,2,2,3.0,0,0.0,1.0,0.7
1,39.0,1000,2,3,0,3.0,0,0.0,0.0,1.0
1,15.0,4739,4,5,3,0.0,2,1.0,1.0,5.49
1,70.0,755,1,1,1,3.0,0,0.0,1.0,0.65
1,111.0,626,2,2,1,2.0,2,0.0,0.0,0.45
1,94.0,1333,2,2,2,2.0,0,0.0,1.0,1.0
1,60.0,2100,3,3,3,1.0,2,1.0,1.0,1.65
0,62.0,2880,8,8,3,3.0,1,4.0,1.0,4.5
1,2.0,915,2,2,1,0.0,0,0.0,0.0,1.1
1,104.0,2812,4,4,3,0.0,0,0.0,0.0,2.13
1,105.0,2786,4,6,2,2.0,0,2.0,1.0,1.3
1,60.0,3000,4,4,3,3.0,2,1.0,1.0,1.8
1,85.0,1850,3,4,2,0.0,0,0.0,1.0,1.76
1,82.0,1935,3,4,3,3.0,2,1.0,1.0,2.35
1,79.0,1049,2,2,2,4.0,0,0.0,0.0,1.55
1,49.0,1811,3,3,3,0.0,0,0.0,1.0,1.45
1,43.0,340,1,1,1,0.0,0,0.0,1.0,0.24
0,112.0,3542,4,4,3,3.0,2,4.0,1.0,2.5
1,113.0,2050,3,3,3,4.0,0,1.0,0.0,1.25
0,17.0,2700,7,7,3,1.0,0,0.0,0.0,2.9
1,8.0,1961,3,3,3,0.0,0,1.0,1.0,0.8
1,115.0,1250,2,2,3,0.0,0,0.0,0.0,0.6
1,51.0,2000,3,4,3,1.0,1,1.0,0.0,1.75
1,39.0,1779,3,3,3,3.0,0,0.0,1.0,1.36
1,111.0,1930,3,3,3,3.0,0,2.0,1.0,1.2
1,70.0,2300,4,4,2,4.0,0,0.0,0.0,2.0
0,71.0,2700,4,5,2,1.0,2,2.0,0.0,6.0
0,69.0,1449,4,4,3,1.0,2,0.0,0.0,3.55
1,68.0,1382,3,3,3,3.0,0,0.0,0.0,5.7
0,35.0,4518,5,4,3,3.0,2,4.0,1.0,18.0
1,87.0,1350,3,2,2,0.0,0,0.0,0.0,1.1
1,98.0,2262,3,4,2,3.0,0,2.0,1.0,1.4
0,53.0,2250,3,3,2,1.0,0,0.0,0.0,3.3
1,6.0,1385,2,2,3,0.0,0,0.0,0.0,0.95
1,40.0,949,2,2,1,1.0,0,0.0,1.0,0.69
1,2.0,1400,3,3,3,2.0,2,1.0,1.0,1.95
1,115.0,1364,2,2,2,0.0,0,0.0,1.0,0.43
1,105.0,1929,3,3,3,0.0,2,1.0,1.0,1.6
1,61.0,1950,4,5,3,3.0,2,1.0,0.0,2.5
1,82.0,2358,3,4,3,0.0,2,1.0,1.0,3.4
1,85.0,2010,4,4,2,0.0,0,0.0,1.0,1.95
1,87.0,1950,3,3,3,2.0,0,4.0,0.0,1.9
1,111.0,1350,2,2,3,0.0,0,1.0,1.0,0.65
0,86.0,758,1,1,1,1.0,0,0.0,0.0,0.69
1,62.0,1960,3,3,3,3.0,0,1.0,1.0,1.69
1,85.0,1578,3,3,2,0.0,0,1.0,1.0,1.55
1,9.0,2545,3,3,3,0.0,0,0.0,1.0,1.8
1,84.0,1245,2,2,3,2.0,0,0.0,0.0,1.15
1,106.0,1794,3,3,3,0.0,0,0.0,0.0,1.45
1,61.0,2557,3,4,3,3.0,0,0.0,0.0,2.75
0,34.0,2844,6,8,3,0.0,1,4.0,0.0,13.0
1,8.0,1558,3,3,3,0.0,0,1.0,1.0,1.3
1,44.0,1081,3,2,3,4.0,0,0.0,0.0,0.72
1,77.0,5513,5,7,3,0.0,2,1.0,1.0,10.75
1,104.0,990,2,2,1,4.0,0,0.0,0.0,1.05
1,108.0,783,3,3,3,4.0,0,1.0,1.0,1.33
0,69.0,2700,6,4,3,1.0,2,1.0,0.0,5.6
1,43.0,1081,3,2,2,2.0,0,0.0,0.0,0.85
0,57.0,900,3,2,2,0.0,0,0.0,0.0,1.6
1,102.0,1980,3,3,2,3.0,0,1.0,1.0,1.25
1,62.0,1805,3,3,3,1.0,2,1.0,0.0,1.9
1,70.0,1850,3,3,2,1.0,2,2.0,1.0,1.54
1,43.0,392,1,1,1,2.0,1,0.0,0.0,0.28
1,7.0,2361,3,4,3,0.0,0,1.0,1.0,1.45
1,113.0,1750,4,4,2,3.0,1,1.0,1.0,0.87
1,85.0,1538,3,3,1,0.0,0,1.0,1.0,1.36
1,82.0,2698,3,4,3,0.0,2,2.0,1.0,3.65
1,83.0,1727,3,3,2,2.0,2,2.0,0.0,1.7
1,62.0,3020,4,5,3,3.0,1,2.0,0.0,3.6
1,104.0,1640,2,2,3,0.0,2,0.0,1.0,1.2
1,95.0,1280,2,2,2,3.0,0,0.0,1.0,0.69
1,80.0,1835,3,3,2,4.0,0,0.0,0.0,2.44
1,87.0,2400,4,5,3,3.0,2,1.0,1.0,2.1
1,43.0,500,2,2,2,0.0,0,0.0,0.0,0.35
1,106.0,1617,3,2,3,0.0,1,1.0,0.0,1.62
1,104.0,1825,3,3,2,0.0,0,0.0,0.0,1.75
1,111.0,1930,3,4,3,0.0,0,2.0,1.0,0.85
1,9.0,2850,4,4,3,0.0,2,2.0,1.0,2.95
1,109.0,1750,3,3,3,2.0,0,0.0,0.0,1.6
1,30.0,1800,3,4,3,2.0,2,1.0,1.0,3.5
1,88.0,1410,2,2,3,3.0,2,0.0,0.0,1.3
1,17.0,1660,3,2,2,3.0,0,0.0,0.0,0.75
1,78.0,3950,4,4,0,2.0,0,0.0,1.0,7.8
1,81.0,980,2,2,3,0.0,0,0.0,1.0,1.45
1,82.0,2358,3,4,3,0.0,2,1.0,1.0,3.4
1,90.0,4500,4,4,3,3.0,2,4.0,1.0,5.0
1,87.0,1950,3,4,3,0.0,2,2.0,0.0,1.65
1,80.0,1358,2,2,2,0.0,0,0.0,0.0,1.9
1,7.0,1366,2,2,3,0.0,0,0.0,0.0,0.9
1,3.0,1940,3,3,3,2.0,0,1.0,1.0,1.25
1,115.0,844,2,2,1,2.0,2,1.0,1.0,0.33
1,73.0,3025,3,3,1,4.0,0,1.0,0.0,5.5
0,88.0,6001,4,4,3,0.0,0,1.0,1.0,4.0
0,22.0,1440,6,5,3,1.0,0,0.0,0.0,3.5
1,2.0,1250,3,3,3,0.0,0,0.0,1.0,2.12
0,99.0,5481,4,4,3,0.0,0,2.0,1.0,4.35
1,20.0,3250,4,4,0,1.0,0,0.0,0.0,4.26
1,89.0,1743,3,4,2,0.0,2,1.0,1.0,1.25
1,4.0,1269,2,2,3,4.0,0,1.0,1.0,1.1
1,42.0,2100,3,3,3,2.0,2,1.0,0.0,2.2
0,9.0,3600,7,6,3,0.0,0,3.0,1.0,9.5
1,89.0,700,2,2,1,3.0,0,0.0,1.0,0.59
0,63.0,1980,9,9,0,2.0,0,0.0,0.0,1.65
1,85.0,1538,3,3,2,0.0,2,1.0,1.0,1.31
1,113.0,1298,3,2,2,2.0,0,0.0,0.0,0.79
1,43.0,585,2,2,1,2.0,0,0.0,1.0,0.3
1,57.0,2125,3,4,2,4.0,0,0.0,0.0,4.2
1,42.0,926,3,2,3,4.0,0,1.0,1.0,1.45
1,2.0,2020,3,4,3,0.0,0,1.0,1.0,1.82
1,111.0,1930,3,3,3,0.0,0,2.0,1.0,1.25
1,78.0,1642,3,3,3,0.0,2,1.0,0.0,3.0
1,117.0,7603,2,2,2,0.0,0,1.0,0.0,0.72
1,108.0,1423,3,3,2,2.0,0,0.0,0.0,1.2
1,48.0,925,2,2,1,0.0,2,0.0,1.0,0.35
0,71.0,2700,6,6,3,1.0,0,4.0,1.0,6.21
1,4.0,2950,4,4,3,0.0,2,1.0,1.0,2.6
1,16.0,1760,3,4,3,0.0,0,1.0,1.0,2.35
1,96.0,1450,2,2,3,0.0,2,0.0,1.0,0.95
1,43.0,524,2,2,1,2.0,2,1.0,0.0,0.4
1,103.0,1211,2,2,3,0.0,0,0.0,1.0,0.54
1,2.0,915,2,2,2,0.0,0,0.0,0.0,0.95
0,5.0,720,3,2,1,0.0,0,2.0,0.0,0.65
1,108.0,958,3,3,3,4.0,0,2.0,1.0,1.2
1,80.0,11000,4,4,3,3.0,0,1.0,1.0,13.2
1,2.0,1023,3,3,3,0.0,0,1.0,1.0,1.4
1,77.0,2588,3,3,3,2.0,2,1.0,0.0,3.95
1,90.0,4400,4,4,3,2.0,2,3.0,1.0,5.0
1,105.0,1929,3,3,1,0.0,2,1.0,0.0,1.72
1,88.0,2350,3,4,3,0.0,0,1.0,0.0,2.8
1,2.0,915,2,2,2,0.0,0,0.0,0.0,0.95
0,20.0,2250,3,3,3,1.0,0,0.0,0.0,3.4
1,2.0,2000,3,4,2,0.0,2,2.0,1.0,1.91
1,115.0,1965,3,3,2,0.0,0,1.0,0.0,0.72
1,62.0,4119,5,5,3,0.0,0,3.0,0.0,4.79
1,12.0,3350,4,5,3,0.0,0,1.0,1.0,3.3
1,14.0,4500,4,6,3,0.0,2,1.0,1.0,5.25
1,61.0,2700,4,4,3,3.0,0,0.0,0.0,3.45
1,43.0,1264,2,2,2,0.0,0,0.0,1.0,0.78
0,86.0,1332,5,3,0,1.0,0,0.0,0.0,2.25
0,86.0,963,5,3,2,1.0,0,0.0,0.0,1.3
0,43.0,9001,3,3,0,3.0,0,0.0,0.0,6.25
0,9.0,3600,5,5,3,2.0,2,4.0,1.0,8.75
1,88.0,1450,2,2,3,2.0,0,1.0,1.0,1.18
1,108.0,1067,2,2,2,4.0,0,1.0,1.0,0.95
0,113.0,1743,4,4,3,0.0,0,0.0,0.0,0.85
0,110.0,1350,5,5,2,0.0,0,0.0,0.0,1.6
1,2.0,1023,3,3,3,0.0,0,1.0,1.0,1.45
1,85.0,1584,3,3,2,0.0,0,0.0,1.0,1.4
1,17.0,2089,3,3,3,3.0,0,1.0,0.0,0.9
1,2.0,1650,3,3,3,0.0,0,1.0,0.0,1.4
1,70.0,605,1,1,1,1.0,0,0.0,1.0,0.58
0,52.0,1336,3,4,0,3.0,0,0.0,0.0,0.47
1,43.0,658,2,2,2,2.0,0,0.0,0.0,0.35
1,96.0,1534,3,3,3,4.0,0,1.0,1.0,1.15
1,108.0,1103,2,2,2,2.0,0,1.0,1.0,1.1
1,43.0,750,2,2,1,2.0,0,0.0,0.0,0.2
1,2.0,1650,3,3,3,0.0,0,0.0,0.0,1.6
1,43.0,610,2,2,1,2.0,2,0.0,1.0,0.4
1,90.0,2185,3,4,3,2.0,1,1.0,1.0,3.3
1,42.0,1590,3,3,3,2.0,0,0.0,0.0,2.15
1,113.0,1320,2,2,3,4.0,0,1.0,0.0,0.6
1,65.0,1050,2,2,0,0.0,0,0.0,0.0,0.55
0,105.0,450,5,3,2,0.0,0,0.0,0.0,0.42
0,61.0,2592,4,4,2,3.0,0,1.0,0.0,5.75
1,80.0,1867,3,3,3,4.0,0,0.0,1.0,2.8
1,3.0,1730,3,3,3,4.0,0,0.0,1.0,1.5
1,102.0,700,1,1,0,0.0,0,0.0,0.0,0.65
0,35.0,9000,4,4,3,0.0,2,4.0,1.0,23.0
1,88.0,1976,3,3,3,2.0,0,1.0,1.0,1.66
1,104.0,1250,2,2,3,2.0,0,1.0,1.0,1.04
1,104.0,1986,4,4,3,3.0,2,0.0,0.0,0.9
1,112.0,2344,4,4,3,3.0,0,2.0,1.0,1.8
1,43.0,576,2,2,2,0.0,0,0.0,1.0,0.35
1,113.0,1950,4,3,3,2.0,0,0.0,0.0,0.95
1,100.0,1435,2,2,2,0.0,0,2.0,1.0,1.0
1,63.0,595,1,1,1,0.0,0,0.0,0.0,0.26
1,83.0,700,2,2,2,2.0,0,0.0,0.0,0.6
1,16.0,2692,4,4,3,0.0,0,2.0,1.0,3.35
1,49.0,950,2,2,2,4.0,0,0.0,0.0,0.8
1,110.0,2000,5,5,2,1.0,2,3.0,0.0,1.3
1,88.0,2150,3,3,3,0.0,0,1.0,1.0,2.4
1,42.0,800,2,2,2,0.0,1,0.0,0.0,0.4
1,117.0,3360,4,4,3,2.0,0,1.0,1.0,3.25
1,16.0,1027,3,2,2,0.0,2,1.0,1.0,1.9
1,112.0,2600,4,4,3,3.0,0,1.0,1.0,1.65
1,37.0,1100,1,1,1,1.0,2,2.0,1.0,1.0
0,82.0,1736,5,3,2,2.0,0,0.0,0.0,1.5
1,61.0,2430,3,3,3,1.0,2,1.0,1.0,1.75
0,43.0,1120,3,2,2,4.0,0,0.0,0.0,0.85
1,87.0,1950,3,3,3,2.0,0,2.0,0.0,1.63
0,61.0,2160,4,4,3,0.0,2,2.0,1.0,8.25
1,108.0,1103,2,3,2,2.0,2,3.0,1.0,0.86
1,78.0,3950,4,4,0,2.0,0,0.0,1.0,8.5
1,4.0,1647,3,3,3,2.0,0,1.0,1.0,1.3
1,32.0,780,2,2,2,3.0,0,0.0,0.0,0.16
1,5.0,750,3,2,1,3.0,0,1.0,0.0,0.42
1,111.0,1300,2,2,3,1.0,0,1.0,1.0,0.64
0,88.0,1450,3,3,3,0.0,2,1.0,1.0,1.04
1,82.0,3192,4,4,3,0.0,2,2.0,0.0,4.5
1,81.0,998,2,2,2,0.0,2,1.0,1.0,1.51
1,111.0,1816,3,3,3,0.0,0,1.0,1.0,1.29
0,110.0,3025,5,5,3,3.0,0,0.0,0.0,1.8
1,82.0,1875,3,4,2,0.0,2,2.0,1.0,3.05
0,24.0,4500,4,4,3,1.0,0,4.0,0.0,6.95
1,0.0,2588,3,3,3,3.0,0,1.0,0.0,0.91
1,43.0,1461,2,2,3,0.0,0,1.0,1.0,0.96
1,48.0,1603,3,3,3,4.0,0,0.0,1.0,0.9
1,2.0,735,2,2,3,0.0,0,1.0,1.0,1.3
1,104.0,3173,4,5,3,0.0,0,0.0,1.0,2.2
1,7.0,1943,3,3,3,3.0,2,0.0,1.0,1.21
1,102.0,1980,3,3,2,0.0,0,1.0,1.0,1.25
0,64.0,4500,4,4,2,3.0,0,1.0,1.0,15.0
1,49.0,2191,4,3,3,0.0,2,1.0,1.0,1.55
1,43.0,531,2,2,1,2.0,0,0.0,1.0,0.42
1,49.0,1285,3,3,2,0.0,0,0.0,0.0,1.0
0,35.0,1800,4,3,2,0.0,0,1.0,0.0,5.8
0,34.0,1350,5,4,3,1.0,0,1.0,0.0,4.35
0,61.0,3195,4,5,3,3.0,2,4.0,1.0,7.69
1,43.0,1264,2,2,3,2.0,0,0.0,1.0,0.85
1,6.0,1760,3,4,3,0.0,0,1.0,1.0,1.25
1,89.0,2350,4,4,3,3.0,0,1.0,0.0,1.35
1,119.0,1850,4,3,3,3.0,0,0.0,0.0,1.5
1,80.0,1650,4,4,3,0.0,2,1.0,1.0,2.8
0,34.0,3096,5,5,3,0.0,0,4.0,0.0,11.0
1,102.0,1755,3,3,2,0.0,2,3.0,1.0,1.1
1,88.0,2350,3,4,3,0.0,2,2.0,1.0,2.5
1,102.0,700,1,1,0,0.0,0,0.0,0.0,0.65
0,52.0,684,3,2,1,2.0,0,1.0,0.0,0.7
1,110.0,1800,4,3,2,3.0,2,0.0,0.0,1.2
0,64.0,2160,5,4,3,3.0,2,3.0,1.0,7.1
1,99.0,1810,3,3,3,0.0,0,0.0,1.0,1.4
1,90.0,2905,4,4,3,0.0,0,2.0,0.0,3.9
1,48.0,2600,4,5,3,0.0,0,4.0,0.0,1.4
1,70.0,2450,3,2,3,0.0,2,1.0,1.0,2.11
1,2.0,1650,3,3,3,0.0,0,1.0,1.0,1.45
1,105.0,1670,3,3,3,0.0,0,1.0,1.0,1.54
1,89.0,1620,3,3,3,0.0,0,1.0,1.0,1.1
1,0.0,2300,3,3,3,0.0,0,1.0,0.0,0.85
0,15.0,7271,4,4,3,0.0,2,2.0,1.0,7.46
1,96.0,1572,2,2,3,2.0,0,0.0,0.0,1.29
1,9.0,1926,3,2,3,0.0,0,0.0,1.0,1.26
0,63.0,3400,5,5,3,1.0,0,0.0,0.0,3.75
1,42.0,1383,2,2,3,4.0,0,0.0,0.0,1.27
1,111.0,2727,4,4,3,0.0,2,2.0,1.0,1.9
1,64.0,1336,2,2,2,3.0,2,1.0,1.0,1.14
1,113.0,998,2,2,2,0.0,0,0.0,1.0,0.49
1,13.0,850,3,2,1,0.0,0,0.0,0.0,0.55
1,104.0,990,2,2,3,4.0,0,0.0,0.0,1.35
1,8.0,1500,2,2,1,3.0,0,0.0,0.0,0.7
0,110.0,535,3,2,1,1.0,0,0.0,0.0,0.45
1,57.0,1200,2,2,3,1.0,0,0.0,0.0,1.5
1,2.0,2598,3,3,3,0.0,0,2.0,0.0,2.61
1,80.0,1650,3,3,3,0.0,0,2.0,1.0,2.25
1,6.0,1550,3,3,3,0.0,2,2.0,1.0,1.15
1,4.0,1647,3,3,3,0.0,0,1.0,1.0,0.98
1,92.0,1139,2,2,3,0.0,0,1.0,1.0,1.52
1,104.0,1400,2,2,3,0.0,0,0.0,0.0,1.4
1,85.0,1812,3,3,3,0.0,0,0.0,0.0,2.07
1,113.0,1261,3,2,2,0.0,0,0.0,0.0,0.85
0,88.0,1187,2,2,3,2.0,0,2.0,1.0,0.9
1,3.0,1481,2,2,3,0.0,2,1.0,1.0,1.15
1,88.0,2165,3,2,2,3.0,0,1.0,1.0,2.6
1,105.0,1929,3,3,1,0.0,0,0.0,1.0,1.35
0,64.0,2160,4,4,3,1.0,2,1.0,1.0,7.45
1,110.0,1800,3,2,3,1.0,0,0.0,0.0,1.1
1,119.0,1806,4,3,3,1.0,2,1.0,0.0,1.25
1,101.0,1500,3,2,3,0.0,2,2.0,1.0,1.25
1,69.0,1500,3,3,2,3.0,2,1.0,0.0,1.44
1,7.0,547,2,2,2,0.0,0,0.0,0.0,0.35
0,9.0,5400,5,6,2,0.0,0,1.0,1.0,7.0
0,86.0,1440,2,2,2,1.0,0,0.0,0.0,2.0
1,104.0,2808,4,4,3,0.0,0,1.0,0.0,2.03
1,80.0,1433,2,2,3,0.0,0,0.0,0.0,2.15
1,108.0,1550,3,2,3,3.0,2,1.0,1.0,1.55
1,104.0,2298,3,4,3,0.0,2,1.0,1.0,1.99
1,68.0,2100,3,3,3,3.0,2,2.0,1.0,1.55
0,4.0,370,4,4,2,3.0,2,0.0,0.0,0.45
1,82.0,2400,3,4,3,0.0,2,2.0,1.0,3.5
1,48.0,1763,3,3,3,0.0,0,1.0,0.0,1.25
0,50.0,585,8,8,3,3.0,2,1.0,0.0,1.4
0,51.0,823,1,1,2,0.0,0,0.0,0.0,1.8
1,37.0,1150,2,2,2,2.0,1,0.0,1.0,1.91
1,66.0,5200,5,5,3,3.0,0,0.0,0.0,5.0
1,118.0,553,2,2,2,2.0,0,0.0,1.0,0.32
1,49.0,700,3,3,2,4.0,0,0.0,0.0,0.5
1,66.0,2300,3,3,3,0.0,2,0.0,1.0,1.4
1,102.0,1735,3,3,2,0.0,2,4.0,1.0,1.12
0,36.0,3042,9,9,3,0.0,1,4.0,1.0,8.0
1,3.0,1845,3,3,3,0.0,0,0.0,0.0,1.57
1,7.0,1366,2,2,3,0.0,0,0.0,1.0,0.88
0,60.0,576,4,4,3,0.0,0,0.0,0.0,0.99
0,57.0,1935,4,4,2,1.0,2,2.0,1.0,5.25
0,86.0,1632,4,4,2,1.0,0,3.0,0.0,2.43
1,103.0,2025,3,3,3,0.0,0,2.0,1.0,0.9
1,85.0,1578,3,3,2,0.0,0,1.0,1.0,1.6
0,17.0,675,4,4,0,1.0,0,0.0,0.0,0.9
1,75.0,2385,3,3,3,0.0,2,1.0,1.0,3.05
0,35.0,3240,5,5,3,1.0,2,4.0,1.0,12.5
1,78.0,1717,3,4,3,3.0,2,1.0,1.0,2.2
1,90.0,3250,4,4,3,0.0,2,1.0,1.0,4.25
