F/H,sector,price,total_area(sqft),bedRoom,bathroom,balcony,agePossession,furnishing_type,additional_room_count,luxury_cat
1,43,2.35,1650,3,3,2,Old,2,1.0,Mid 
1,68,1.0,1180,2,2,3,Relatively New,0,0.0,Low
1,65,2.01,1489,2,2,3,Relatively New,0,1.0,Low
0,11,0.7,864,4,2,0,Old,0,0.0,Low
1,35,0.24,324,1,1,2,Relatively New,0,0.0,Mid 
1,69,1.75,1970,4,4,1,New,0,0.0,Mid 
1,110A,1.4,1450,3,3,3,New,2,0.0,Mid 
1,61,1.7,1133,2,2,2,Under Construction,0,0.0,Low
1,69,1.4,1580,3,3,2,New,0,1.0,Mid 
1,65,2.1,1261,2,2,3,Relatively New,0,0.0,Low
1,1A,0.92,2287,3,3,3,Relatively Old,0,1.0,Low
1,10A,0.8,1250,2,3,2,Relatively New,0,0.0,Low
1,91,1.4,1890,3,3,3,New,0,0.0,Mid 
1,113,1.5,1276,2,2,2,Relatively New,0,0.0,Mid 
1,65,2.5,1650,3,3,3,New,0,2.0,Low
1,102,1.9,2250,3,3,3,New,0,1.0,Mid 
1,37C,1.22,1765,3,4,3,New,0,0.0,Mid 
1,61,1.6,1150,2,2,2,Relatively New,0,1.0,Mid 
1,74,1.6,1406,2,2,2,Relatively New,0,0.0,Low
1,35,0.4,598,2,2,2,New,0,0.0,Mid 
1,22,4.63,3090,3,5,3,Relatively New,0,2.0,Mid 
0,46,4.25,1836,5,4,2,Relatively Old,2,1.0,Mid 
1,108,1.68,2003,3,3,3,New,2,2.0,Mid 
1,107,1.01,1366,2,2,3,Relatively New,0,1.0,Mid 
1,37C,1.2,1820,3,3,3,Under Construction,0,0.0,Low
0,4,3.25,2250,3,3,2,Old,0,0.0,Low
1,56,1.45,1900,3,3,3,Relatively Old,2,0.0,Mid 
1,50,2.65,2350,3,3,3,Relatively Old,0,1.0,Mid 
1,43,2.0,1320,3,3,2,Old,1,1.0,Low
0,3,0.7,999,2,3,1,New,0,2.0,Low
0,25,13.5,7000,9,9,0,New,0,0.0,Low
1,11,0.4,600,2,2,1,New,0,0.0,Low
1,99A,1.23,1997,3,5,3,New,0,1.0,Mid 
1,102,1.9,1350,3,4,3,New,0,1.0,Mid 
1,37C,0.99,1815,3,5,3,New,0,1.0,Low
1,81,0.95,1360,2,2,2,New,2,0.0,Mid 
0,3,2.9,1557,4,4,3,New,2,1.0,Low
1,56,1.39,1650,3,2,3,Old,2,2.0,Mid 
1,62,6.5,4337,4,4,3,Relatively Old,0,1.0,Mid 
0,66,8.7,2250,4,5,2,Relatively New,0,2.0,Mid 
1,35,0.9,1120,3,2,0,Under Construction,0,0.0,Mid 
1,106,6.3,4095,5,6,3,Under Construction,2,0.0,Mid 
1,61,2.17,1550,3,3,3,Under Construction,0,0.0,Low
1,69,1.2,1350,2,3,1,New,0,0.0,Mid 
1,38,0.8,1550,3,2,0,Old,0,0.0,Low
1,69,1.7,2013,4,4,2,New,0,0.0,Mid 
1,102,0.97,915,2,2,2,New,0,0.0,Mid 
1,49,0.94,671,1,2,2,Relatively Old,0,0.0,Low
1,65,6.15,3363,3,3,3,Relatively Old,2,2.0,Mid 
1,35,0.73,1264,2,2,3,New,0,1.0,Low
1,104,2.65,3150,4,4,3,New,0,1.0,Mid 
1,70,1.07,1350,2,2,3,New,0,1.0,Mid 
1,71,1.25,1895,3,4,2,New,1,4.0,Mid 
0,24,2.75,3587,7,7,3,Relatively Old,2,1.0,Low
1,90,0.75,1300,2,2,3,New,0,0.0,Mid 
0,23A,5.1,3078,3,2,0,Old,0,1.0,Low
0,26,5.5,1800,4,4,3,Relatively Old,0,3.0,Mid 
1,81,3.45,2792,4,4,3,Relatively Old,0,1.0,Mid 
1,110,3.4,3400,4,5,3,New,0,1.0,Mid 
0,51,2.95,2700,4,4,2,New,2,1.0,Low
1,108,2.45,1745,3,3,3,New,0,0.0,Low
1,85,2.1,2812,4,4,3,New,0,3.0,Low
1,86,1.26,2061,3,3,3,Relatively Old,0,2.0,Mid 
1,85,1.93,2390,3,4,3,New,0,1.0,Mid 
1,90,0.86,1375,3,4,3,New,2,1.0,Mid 
0,105,1.3,1125,3,3,1,Relatively Old,0,0.0,Low
0,15,10.0,4500,5,5,2,Old,0,0.0,Low
1,78,1.2,1198,1,2,2,Under Construction,0,0.0,Low
0,3,0.75,486,2,1,0,Old,0,0.0,Low
1,79,1.9,2150,3,4,3,Under Construction,0,0.0,Mid 
1,86,1.55,1930,3,3,1,New,2,1.0,Mid 
0,103,4.35,3222,4,4,3,New,0,4.0,Mid 
1,69,1.66,1638,3,3,2,New,0,0.0,Mid 
0,43,8.49,2700,3,3,2,New,2,2.0,Low
0,38,4.0,1800,9,9,3,New,2,2.0,Mid 
0,26,16.0,4500,5,6,3,Old,0,0.0,Low
1,43,6.2,2997,4,4,3,Relatively Old,0,1.0,Low
1,37C,1.25,1742,3,3,3,New,0,1.0,Low
1,35,0.95,1211,3,2,3,New,0,0.0,Low
1,93,0.36,536,2,2,2,New,0,0.0,Low
0,54,25.0,8036,4,4,3,Relatively Old,0,4.0,Low
0,3,0.7,1160,3,3,0,New,0,0.0,Low
1,21,1.4,2400,5,4,2,Relatively Old,0,0.0,Low
0,52,8.0,3132,6,5,3,Relatively New,0,0.0,Low
1,71,1.0,870,1,1,1,Relatively Old,0,0.0,Mid 
0,33,0.85,900,3,2,0,New,0,0.0,Low
1,33,1.35,1300,3,2,2,Relatively New,0,0.0,Mid 
1,62,2.1,1508,2,2,3,Relatively New,2,1.0,Low
1,69,1.44,1578,3,3,2,New,0,1.0,Mid 
1,108,2.9,2003,3,4,2,Relatively New,0,0.0,Mid 
1,85,2.0,2408,3,4,3,New,0,1.0,Low
1,35,0.73,1269,2,2,3,New,0,1.0,Mid 
1,79,1.3,1490,3,3,3,New,2,1.0,Mid 
1,83,1.4,1720,3,3,3,New,2,4.0,Mid 
1,54,3.85,2341,3,3,3,Old,0,1.0,Mid 
1,37C,1.2,1735,3,4,3,New,0,0.0,Mid 
0,24,6.5,2844,4,4,2,Old,0,1.0,Low
1,69,1.3,1569,3,3,1,New,0,1.0,Mid 
1,95A,0.45,695,2,2,2,Relatively New,0,0.0,Low
1,92,1.9,2325,4,4,3,New,0,4.0,Low
1,70A,0.97,1473,3,3,3,New,0,1.0,Mid 
1,102,1.3,1650,3,3,3,New,0,1.0,Mid 
1,113,3.21,2715,3,3,3,Relatively New,0,0.0,Low
1,6,0.6,790,2,2,0,New,2,0.0,Low
1,37C,1.25,1400,3,3,3,New,0,1.0,Low
0,41,11.0,3240,4,4,2,Relatively New,0,3.0,Low
1,90,0.7,1352,2,2,3,Relatively New,0,1.0,Mid 
1,1,0.64,1526,3,2,3,Old,0,0.0,Mid 
0,63,8.5,3950,4,4,3,Relatively New,0,0.0,Mid 
0,25,9.9,3375,5,5,2,Relatively Old,2,1.0,Mid 
1,37C,1.05,1400,3,3,3,Relatively New,2,0.0,Low
1,81,1.15,1660,3,2,3,New,2,1.0,Mid 
1,67A,1.62,1727,3,3,2,Relatively New,2,1.0,Mid 
1,33,1.45,1671,3,2,3,Under Construction,0,0.0,Low
1,82,0.99,1790,3,4,2,Relatively New,0,1.0,Mid 
1,43,5.8,2801,4,4,3,Old,0,0.0,Low
1,70A,1.25,1262,2,2,2,Relatively New,0,0.0,Low
1,86,0.41,594,2,2,1,New,0,0.0,Mid 
1,85,1.85,2812,4,5,3,New,0,0.0,Mid 
1,50,1.8,1877,3,4,3,Relatively Old,2,1.0,Mid 
1,77,2.25,2000,3,3,3,Relatively New,2,1.0,Low
1,48,4.25,4553,4,5,3,Relatively Old,2,1.0,Mid 
1,107,0.28,493,2,2,2,New,0,0.0,Low
1,83,1.33,2390,4,4,3,New,0,1.0,Low
0,82,1.4,1700,3,3,2,Relatively New,0,1.0,Mid 
1,37C,0.9,1435,3,3,3,New,0,0.0,Mid 
1,33,1.4,926,3,2,3,Relatively New,0,0.0,Mid 
1,108,2.15,5201,3,4,3,New,0,1.0,Low
1,106,1.34,1403,4,5,3,New,0,1.0,Low
1,89,1.25,1423,3,3,3,Relatively New,0,2.0,Mid 
1,63A,3.7,2400,3,3,3,Under Construction,0,0.0,Mid 
1,65,2.36,1650,3,3,3,New,2,2.0,Mid 
1,37D,1.07,1299,3,3,2,Under Construction,0,0.0,Mid 
1,83,1.6,1850,3,3,3,New,2,4.0,Mid 
1,70,1.64,1956,3,5,3,New,0,1.0,Mid 
1,106,2.1,2355,4,6,3,New,0,2.0,Mid 
0,43,7.85,2700,9,9,3,New,1,4.0,Low
1,107,0.51,645,3,2,2,New,0,1.0,Low
1,85,2.0,1685,3,4,3,New,0,1.0,Mid 
1,3,1.4,1780,3,3,3,Old,1,0.0,Mid 
1,35,0.27,458,2,2,1,New,2,0.0,Mid 
1,104,2.0,2290,3,4,3,New,0,1.0,Mid 
1,67A,2.0,1727,3,3,2,Under Construction,0,1.0,Low
1,28,4.3,3462,3,4,3,Old,0,2.0,Low
1,113,1.35,965,2,2,3,Relatively New,0,0.0,Mid 
1,3,0.58,950,2,2,2,Old,0,0.0,Mid 
1,107,1.7,2768,4,5,3,New,0,1.0,Mid 
1,82,0.63,1127,2,2,3,New,0,1.0,Mid 
1,54,1.59,2250,3,3,3,Relatively Old,2,1.0,Mid 
1,103,2.45,2875,4,6,3,New,0,1.0,Low
1,1,0.81,2589,3,3,3,Relatively Old,0,1.0,Mid 
1,47,2.45,2290,3,4,2,Old,2,1.0,Low
1,110,3.45,3400,4,4,3,Relatively Old,2,1.0,Mid 
1,70A,1.9,2000,4,3,3,Relatively New,0,1.0,Mid 
1,89,0.9,1103,2,2,2,Relatively New,0,2.0,Mid 
1,81,2.35,2103,3,3,3,New,1,4.0,Low
1,84,0.85,1725,3,3,3,New,0,1.0,Mid 
1,69,1.9,2010,4,4,2,New,0,1.0,Mid 
1,88A,1.5,1850,3,3,3,Relatively New,0,0.0,Low
0,23,2.7,1450,5,5,2,Old,2,0.0,Low
1,85,1.3,1671,2,2,3,New,0,1.0,Mid 
1,90,1.0,1950,3,4,3,Relatively New,0,1.0,Mid 
1,24,14.0,6300,4,5,3,Old,0,0.0,Low
0,7,1.35,2970,4,5,0,Old,0,0.0,Low
1,90,0.8,1350,2,3,2,New,0,0.0,Mid 
1,56,1.99,1800,4,4,3,Old,2,2.0,Mid 
1,56,2.05,2600,4,4,3,New,2,1.0,Mid 
1,35,0.9,1275,2,2,2,New,0,0.0,Low
1,113,1.85,1579,3,2,2,Relatively New,0,0.0,Low
1,89,0.95,1105,2,2,2,Relatively New,0,2.0,Low
1,99,1.6,2400,3,4,0,Relatively New,0,0.0,Mid 
1,74,1.48,1200,2,2,3,New,0,1.0,Mid 
1,92,0.71,1326,3,3,3,New,0,1.0,Mid 
0,3A,0.65,585,4,2,2,Relatively Old,0,0.0,Low
1,37D,1.71,2191,3,3,3,New,0,1.0,Low
1,90,1.8,2727,4,4,3,Relatively Old,0,0.0,Low
1,79,1.85,1919,3,4,3,Relatively New,0,2.0,Low
0,109,5.85,2214,4,5,3,New,2,1.0,Mid 
1,109,1.68,2545,3,3,3,Relatively Old,0,1.0,Mid 
1,113,1.32,1276,2,2,2,New,0,0.0,Low
0,3,2.55,1557,3,3,2,Old,0,0.0,Low
0,43,10.85,3762,8,8,3,Relatively Old,1,4.0,Mid 
1,83,0.4,468,1,1,1,New,1,0.0,Mid 
0,56,3.4,1530,6,6,3,Relatively Old,2,0.0,Low
1,79,1.33,1559,2,2,3,New,0,1.0,Mid 
1,83,3.15,3750,5,7,3,New,2,1.0,Mid 
1,85,1.11,1620,2,2,3,New,0,1.0,Mid 
1,1A,1.25,2651,3,3,3,Relatively Old,0,1.0,Low
1,86,1.25,1930,3,4,3,New,0,2.0,Mid 
0,28,11.75,2844,4,5,3,New,2,3.0,Mid 
1,86,1.59,1929,3,3,3,New,2,1.0,Mid 
1,109,1.72,2150,3,4,3,New,0,1.0,Mid 
1,70A,1.6,1575,3,3,3,Relatively New,0,2.0,Mid 
1,81,1.45,1810,3,3,3,New,2,1.0,Mid 
1,37C,0.66,1310,2,2,3,New,0,0.0,Mid 
1,107,0.28,489,2,2,2,New,0,0.0,Low
1,109,1.38,2177,3,3,1,Relatively Old,0,0.0,Low
1,99A,1.02,1160,2,2,3,New,0,1.0,Mid 
1,69,1.3,1539,3,3,1,New,2,1.0,Mid 
1,109,2.1,2585,3,4,3,New,2,1.0,Mid 
1,85,1.38,2120,3,4,2,New,0,1.0,Mid 
1,37C,1.35,1890,3,3,0,Relatively New,0,0.0,Mid 
1,92,0.92,1895,4,5,3,Relatively Old,2,0.0,Mid 
1,72,4.0,2905,4,5,2,Relatively Old,0,1.0,Low
1,28,1.24,1000,2,2,3,Relatively Old,2,1.0,Mid 
1,95,0.8,900,2,2,3,Relatively New,0,1.0,Mid 
1,68,1.08,1245,2,2,3,New,2,0.0,Mid 
1,85,1.2,1148,2,2,3,New,0,1.0,Mid 
1,77,1.2,1822,3,3,3,New,0,0.0,Low
0,8,0.58,1025,4,2,1,Old,0,1.0,Low
1,61,2.41,1630,3,3,3,Relatively New,0,0.0,Mid 
1,49,2.51,2061,3,3,3,Old,2,1.0,Mid 
1,35,0.42,585,2,2,1,New,0,0.0,Low
1,65,3.0,1667,3,3,3,Under Construction,0,0.0,Mid 
1,69,0.6,526,2,1,1,New,0,0.0,Low
1,35,1.1,1457,3,2,3,New,0,0.0,Mid 
1,33,1.79,1591,3,3,3,Old,0,0.0,Mid 
1,102,1.92,2000,3,3,3,New,0,4.0,Mid 
0,86,2.5,3542,4,4,3,Relatively Old,2,4.0,Mid 
1,81,0.95,1360,2,2,2,New,2,0.0,Mid 
1,106,1.17,1760,3,4,3,New,0,1.0,Low
1,95,0.2,366,1,1,1,New,0,1.0,Mid 
1,110,3.49,3400,4,5,3,New,0,1.0,Mid 
1,47,2.4,2086,3,3,3,Relatively Old,2,1.0,Mid 
1,112,5.31,4739,4,6,3,New,0,2.0,Mid 
1,3,0.21,450,1,1,1,New,0,0.0,Low
0,82,6.8,3240,4,4,3,New,1,1.0,Mid 
1,84,0.6,1200,2,2,2,New,0,0.0,Mid 
1,37D,1.5,1811,3,3,3,New,0,1.0,Low
1,77,1.65,1950,4,3,3,New,0,1.0,Mid 
1,91,0.89,1404,2,2,3,New,2,1.0,Low
1,83,1.75,1900,3,3,3,New,0,1.0,Mid 
1,92,0.7,1260,3,3,2,Under Construction,0,0.0,Low
1,35,0.65,891,2,2,3,Relatively New,0,0.0,Mid 
1,85,2.14,2812,4,4,3,New,0,3.0,Low
1,69,1.0,1826,4,3,0,New,0,0.0,Low
1,90,1.95,2727,4,4,3,New,0,2.0,Mid 
1,69,0.9,1326,3,2,3,New,0,1.0,Mid 
1,51,1.7,1596,3,4,3,Relatively Old,0,2.0,Mid 
1,88A,1.4,1850,3,3,3,New,2,0.0,Low
1,90,1.25,2575,4,4,3,New,0,2.0,Mid 
1,103,1.1,1762,3,3,3,Relatively New,0,0.0,Mid 
1,92,0.39,642,3,3,3,New,0,0.0,Mid 
0,81,0.75,1095,3,2,3,Under Construction,0,1.0,Mid 
0,46,5.65,2367,8,6,3,Relatively Old,2,1.0,Mid 
1,37C,1.4,1990,3,3,3,New,0,1.0,Mid 
0,109,1.87,2150,3,4,0,New,0,0.0,Low
1,95,0.32,558,2,2,1,New,2,1.0,Low
0,3,2.5,4569,3,2,1,Old,0,0.0,Low
1,37D,1.25,1724,3,3,3,Under Construction,0,0.0,Low
1,12,0.85,2300,3,3,2,Relatively Old,0,0.0,Low
1,90,1.25,1540,3,3,3,New,0,1.0,Mid 
1,37C,1.05,2191,3,3,3,New,2,0.0,Mid 
0,9,0.5,822,3,2,1,Old,0,0.0,Low
1,35,0.71,1266,2,2,3,New,0,0.0,Mid 
1,28,1.0,1100,1,1,1,Old,2,2.0,Mid 
1,102,2.6,2598,3,3,3,New,0,3.0,Mid 
1,85,2.0,2408,3,4,3,New,0,1.0,Low
1,109,1.35,1880,3,2,3,New,0,0.0,Mid 
1,107,0.29,489,2,2,2,New,0,0.0,Low
1,104,2.45,2450,3,4,3,New,2,1.0,Mid 
0,12,1.3,900,6,4,2,Relatively Old,0,2.0,Low
1,14,1.7,2300,5,5,2,Old,1,3.0,Mid 
1,73,1.0,1300,2,2,2,Relatively New,0,0.0,Low
1,67A,1.9,2144,4,4,3,Relatively New,2,0.0,Mid 
1,53,6.5,3390,4,5,3,New,2,3.0,Mid 
1,49,2.64,2252,3,4,3,Relatively Old,2,2.0,Mid 
0,7,1.95,1440,2,2,2,Old,0,0.0,Low
1,102,1.1,915,2,2,1,New,0,0.0,Low
1,103,1.15,1325,2,2,3,New,2,1.0,Mid 
1,92,0.95,1895,4,5,3,New,0,0.0,Low
1,35,0.32,519,2,2,2,Relatively New,0,0.0,Low
1,3,0.56,649,1,2,2,Relatively Old,0,0.0,Mid 
1,3,1.01,1415,2,2,3,Relatively Old,0,0.0,Mid 
1,69,0.9,1500,3,2,3,New,2,0.0,Mid 
1,48,9.3,3731,4,4,3,Relatively Old,2,4.0,Mid 
1,103,0.9,1350,2,2,2,New,0,0.0,Low
1,106,0.88,1385,2,2,3,New,0,0.0,Low
0,43,3.3,1242,1,1,0,Under Construction,0,0.0,Low
1,81,2.29,2660,3,4,3,New,1,2.0,Mid 
1,9A,1.5,1650,4,3,3,New,2,0.0,Low
1,79,1.85,2150,3,4,3,Relatively New,0,1.0,Low
1,81,2.2,2103,3,3,3,New,1,4.0,Low
1,113,3.0,2100,3,3,3,New,0,1.0,Mid 
1,56,0.45,600,1,1,2,Old,0,0.0,Mid 
1,104,0.65,763,3,2,2,Relatively New,0,0.0,Mid 
1,85,2.15,2812,4,5,3,New,0,1.0,Mid 
1,113,1.83,1310,2,2,0,New,0,0.0,Mid 
1,85,1.8,1370,3,3,3,Under Construction,0,0.0,Low
1,43,6.0,2300,4,4,3,Old,2,1.0,Mid 
1,65,7.0,3850,3,3,2,Relatively Old,0,1.0,Mid 
0,105,0.8,900,9,5,3,Old,0,0.0,Low
0,24,10.0,3915,8,10,3,Old,0,0.0,Low
1,92,0.8,1523,3,3,3,New,2,1.0,Mid 
1,33,1.55,1570,3,4,1,New,0,1.0,Low
1,91,1.75,2364,4,4,3,New,0,2.0,Mid 
1,61,1.6,1150,2,2,2,Under Construction,0,1.0,Low
1,65,3.67,2040,3,3,2,Under Construction,0,1.0,Low
1,89,1.28,1450,3,3,2,Under Construction,0,1.0,Mid 
1,37D,1.6,2191,4,3,3,New,2,1.0,Mid 
1,81,0.89,1075,2,2,2,Under Construction,0,1.0,Low
1,95,0.38,644,2,2,2,New,0,1.0,Mid 
0,3,4.99,2642,4,4,3,Relatively Old,0,3.0,Low
0,3A,0.8,1314,5,4,3,Under Construction,0,0.0,Low
1,81,0.8,546,2,2,2,Under Construction,0,1.0,Low
0,54,5.7,2430,4,4,0,New,0,0.0,Low
1,102,1.42,1368,2,2,3,New,0,0.0,Low
1,92,0.75,1050,3,2,2,Relatively New,0,0.0,Mid 
1,89,0.88,1105,2,2,3,Relatively New,0,1.0,Low
1,53,4.8,2895,3,4,3,New,2,3.0,Mid 
1,81,4.7,6926,4,4,3,New,2,1.0,Mid 
0,109,7.0,6228,5,5,3,New,0,1.0,Mid 
1,56,1.85,2050,3,4,3,Old,0,1.0,Mid 
0,66,9.01,5608,4,4,3,New,0,2.0,Mid 
1,102,1.8,1692,3,3,3,New,0,0.0,Mid 
0,105,1.2,900,7,4,1,Relatively Old,0,1.0,Low
1,81,0.89,1075,2,2,2,Under Construction,0,1.0,Low
1,37D,0.98,1770,3,3,3,New,0,1.0,Mid 
1,56,1.7,1550,3,2,3,Old,0,1.0,Mid 
0,24,11.0,3806,8,11,3,Old,2,4.0,Low
1,37D,0.75,1410,2,2,3,Relatively Old,0,0.0,Mid 
0,70A,5.35,6000,4,4,3,New,2,4.0,Mid 
0,50,13.2,4861,6,6,0,Relatively Old,0,0.0,Low
0,12,6.0,4140,9,9,3,Old,0,0.0,Low
0,50,10.45,3240,5,7,3,Relatively Old,2,4.0,Mid 
1,79,1.9,2111,3,4,2,Relatively New,0,1.0,Low
1,37D,0.65,596,2,2,3,Relatively New,0,0.0,Low
1,74,1.54,1400,2,2,3,New,0,1.0,Mid 
1,37D,1.2,900,3,3,3,New,0,1.0,Low
1,81,2.25,2660,3,4,3,New,2,3.0,Mid 
1,33,1.7,1799,3,3,3,Relatively New,2,0.0,Low
1,36A,4.1,2645,3,4,3,Relatively New,1,1.0,Low
0,48,4.95,2403,7,7,3,Old,2,4.0,Mid 
1,50,2.97,2605,3,3,3,Relatively Old,2,1.0,Mid 
1,84,1.02,2095,4,4,3,New,0,2.0,Mid 
0,3,1.0,900,3,4,2,New,0,0.0,Low
0,109,6.0,2430,4,5,3,New,2,1.0,Mid 
1,33,1.65,1151,2,2,3,Under Construction,0,0.0,Low
1,69,1.43,1609,3,3,2,New,0,1.0,Mid 
0,35,0.5,675,5,4,3,New,0,1.0,Low
0,50,5.88,2160,9,9,3,New,1,4.0,Mid 
1,95,0.35,637,2,2,0,New,0,0.0,Low
1,35,0.26,576,2,2,2,New,0,0.0,Low
0,104,1.95,920,3,5,3,Relatively Old,0,0.0,Mid 
1,90,1.75,3059,4,4,3,New,0,2.0,Mid 
1,70,1.8,1950,3,4,3,Relatively New,0,2.0,Low
1,92,0.42,591,2,2,1,New,2,2.0,Low
1,113,3.35,2000,3,4,3,Relatively New,0,2.0,Mid 
1,90,1.78,2215,4,4,3,New,0,0.0,Mid 
1,91,2.0,2871,4,4,3,Relatively Old,0,3.0,Mid 
0,50,7.35,1760,4,4,3,Relatively Old,2,2.0,Mid 
1,65,1.73,1395,3,3,3,New,1,1.0,Mid 
1,35,0.4,505,2,2,3,Under Construction,0,0.0,Low
1,68,1.25,1220,2,2,3,Relatively New,0,0.0,Low
0,82,6.5,3240,4,3,0,New,0,0.0,Low
1,83,1.1,1818,3,3,3,New,2,1.0,Mid 
0,7,1.15,1350,5,3,2,Old,0,1.0,Low
1,111,0.7,696,2,2,2,New,0,0.0,Mid 
1,102,1.75,1852,3,3,3,New,0,4.0,Low
1,95,0.55,990,2,2,3,New,0,0.0,Low
1,57,1.12,1050,2,2,1,Old,0,0.0,Mid 
1,70,1.5,1950,3,5,3,New,2,1.0,Mid 
1,67,3.49,2685,3,3,3,New,0,1.0,Mid 
0,17,2.98,1449,6,6,3,New,0,2.0,Mid 
1,79,1.3,1620,3,3,2,New,0,2.0,Mid 
1,3,0.55,650,1,1,2,Relatively Old,0,0.0,Low
1,35,0.45,531,2,2,1,Relatively New,0,0.0,Low
1,73,0.9,1622,3,3,3,Under Construction,0,1.0,Mid 
1,65,4.6,1717,3,3,3,Relatively New,0,4.0,Mid 
0,8,1.6,5022,4,6,1,New,0,0.0,Low
1,68,1.85,1987,3,3,3,Under Construction,0,0.0,Low
0,24,0.55,754,2,1,1,Relatively New,0,1.0,Mid 
1,50,8.0,9001,4,3,3,Relatively Old,0,1.0,Low
1,81,0.5,634,2,2,1,Relatively New,1,0.0,Mid 
1,104,1.75,2324,4,5,3,Relatively New,0,1.0,Mid 
0,69,0.8,763,1,1,0,Relatively New,0,0.0,Low
0,7,1.75,1575,4,2,2,Old,0,1.0,Low
0,3A,4.12,4635,2,1,3,Relatively Old,0,0.0,Low
1,106,1.42,2355,4,6,3,New,0,1.0,Mid 
1,1,0.9,2588,3,3,3,Old,1,1.0,Low
0,38,2.1,900,7,7,3,New,0,3.0,Low
1,81,3.45,2872,4,4,3,Relatively New,1,1.0,Mid 
0,40,2.1,900,3,3,2,Relatively Old,2,1.0,Low
0,31,4.6,1426,2,2,2,Relatively Old,0,0.0,Low
1,35,0.72,1447,2,2,3,New,0,1.0,Mid 
1,67,3.0,2047,3,3,3,New,2,1.0,Mid 
1,69,1.66,1974,4,4,1,New,0,1.0,Mid 
1,85,1.17,1671,2,2,3,New,0,0.0,Low
1,66,1.32,1154,2,2,2,New,0,0.0,Low
1,7,0.36,700,2,2,1,New,0,0.0,Low
0,1,2.4,2000,3,3,2,Relatively Old,0,2.0,Low
1,79,2.0,2366,3,4,3,New,2,1.0,Mid 
1,82A,0.75,1000,2,2,2,New,0,0.0,Low
1,86,0.9,1690,3,3,2,Relatively New,0,0.0,Low
1,67A,1.85,1941,3,4,3,Relatively New,2,2.0,Mid 
1,35,0.54,853,2,2,2,New,0,1.0,Mid 
1,65,2.9,1975,4,4,3,New,2,2.0,Mid 
1,67,3.05,2411,3,3,3,New,2,1.0,Mid 
1,70,5.0,4800,6,7,3,New,0,2.0,Mid 
1,66,2.8,1950,3,3,2,Relatively New,1,3.0,Mid 
1,39,2.0,2400,3,3,3,Old,0,0.0,Low
1,65,2.55,1650,3,3,3,New,0,2.0,Low
1,103,1.34,1700,3,3,3,New,2,4.0,Low
1,49,2.0,2754,4,3,3,Old,0,0.0,Mid 
0,25,6.6,1800,6,7,3,Relatively Old,2,2.0,Mid 
1,85,1.18,1100,2,2,3,New,2,1.0,Mid 
1,31,5.5,2943,4,5,3,New,0,3.0,Mid 
1,107,0.9,1366,2,2,3,Relatively New,0,0.0,Mid 
1,37C,0.99,1800,3,3,1,Relatively New,0,1.0,Low
1,113,1.65,1579,3,2,2,New,0,0.0,Low
1,84,0.79,1725,3,3,3,Relatively New,0,0.0,Low
1,80,1.6,2286,3,3,3,Relatively Old,0,1.0,Mid 
1,79,1.45,1945,3,3,3,New,0,0.0,Low
1,52,1.85,2350,3,3,3,Relatively Old,0,1.0,Low
1,85,1.1,1741,2,2,3,New,0,1.0,Mid 
1,3,0.55,850,2,2,1,New,2,1.0,Mid 
1,108,0.85,1833,3,3,2,New,0,1.0,Mid 
1,95,0.56,1364,2,2,2,New,0,0.0,Low
1,69,1.76,2010,4,4,2,New,0,0.0,Mid 
1,82,0.81,1308,2,2,2,New,2,0.0,Mid 
1,108,2.6,1711,3,3,2,Relatively New,0,0.0,Low
1,30,3.55,2368,3,5,3,Old,2,1.0,Mid 
1,86,1.58,1929,3,3,1,New,2,1.0,Mid 
1,90,0.66,1300,2,2,3,New,0,1.0,Mid 
1,92,0.7,1572,3,3,0,New,0,0.0,Low
1,33,1.9,1929,3,3,3,Relatively New,0,1.0,Mid 
0,82,4.7,2160,3,3,3,Relatively New,0,1.0,Low
1,108,0.7,1548,2,2,3,New,0,0.0,Low
1,70A,1.55,1976,3,3,3,New,0,4.0,Low
0,109,6.1,2430,5,6,3,Relatively Old,0,1.0,Low
1,81,0.9,1780,3,3,0,New,0,0.0,Low
1,90,0.5,716,2,2,2,Under Construction,0,0.0,Low
1,89,1.5,2125,3,3,3,New,0,2.0,Mid 
1,90,1.15,1818,3,3,3,New,2,1.0,Mid 
0,3,3.0,1557,6,4,3,Old,2,0.0,Low
1,56,1.55,2000,3,3,3,Relatively Old,2,1.0,Low
1,102,1.2,824,2,2,3,New,0,0.0,Low
1,35,0.93,1275,2,2,2,Under Construction,0,1.0,Low
1,82A,3.5,2606,5,5,3,New,1,1.0,Low
1,81,1.28,1784,3,3,3,Relatively Old,2,2.0,Low
1,69,0.75,1100,2,2,2,Relatively Old,0,0.0,Low
1,70,1.6,1950,3,3,3,New,0,4.0,Low
1,89,1.2,1423,3,3,2,Relatively New,0,2.0,Low
0,3,2.55,1557,3,3,2,Old,0,0.0,Low
1,67,2.8,2048,3,3,3,New,1,1.0,Mid 
1,108,4.1,1752,4,5,3,Relatively New,1,2.0,Mid 
1,28,0.95,1069,2,1,1,Old,0,0.0,Mid 
0,43,5.8,1935,6,6,3,New,2,2.0,Low
1,72,1.9,1975,3,3,3,Relatively Old,2,1.0,Low
1,70,1.0,970,3,2,2,Relatively Old,0,0.0,Mid 
0,12,1.7,1800,1,1,2,Old,0,0.0,Low
